Site Name ,ST-HENRI
Site Number ,100
Logger ,Capacitive Water Level
Logger Serial Number ,42564


Scan No ,Date and Time,       Capacitive Water Level,        ,
602,06/07/2024 , 16:00:00,18188,18188
603,06/07/2024 , 17:00:00,18188,18188
604,06/07/2024 , 18:00:00,17932,17932
605,06/07/2024 , 19:00:00,17932,17932
606,06/07/2024 , 20:00:00,17676,17676
607,06/07/2024 , 21:00:00,17676,17676
608,06/07/2024 , 22:00:00,17676,17676
609,06/07/2024 , 23:00:00,17420,17420
610,06/07/2024 , 23:59:59,17164,17164
611,07/07/2024 , 01:00:00,16908,16908
612,07/07/2024 , 02:00:00,16908,16908
613,07/07/2024 , 03:00:00,16396,16396
614,07/07/2024 , 04:00:00,16652,16652
615,07/07/2024 , 05:00:00,15628,15628
616,07/07/2024 , 06:00:00,15628,15628
617,07/07/2024 , 07:00:00,15884,15884
618,07/07/2024 , 08:00:00,16140,16140
619,07/07/2024 , 09:00:00,16140,16140
620,07/07/2024 , 10:00:00,16140,16140
621,07/07/2024 , 11:00:00,15884,15884
622,07/07/2024 , 12:00:00,15628,15628
623,07/07/2024 , 13:00:00,15372,15372
624,07/07/2024 , 14:00:00,15116,15116
625,07/07/2024 , 15:00:00,14604,14604
626,07/07/2024 , 16:00:00,14348,14348
627,07/07/2024 , 17:00:00,14092,14092
628,07/07/2024 , 18:00:00,13836,13836
629,07/07/2024 , 19:00:00,13836,13836
630,07/07/2024 , 20:00:00,13836,13836
631,07/07/2024 , 21:00:00,13836,13836
632,07/07/2024 , 22:00:00,13836,13836
633,07/07/2024 , 23:00:00,13580,13580
634,07/07/2024 , 23:59:59,13580,13580
635,08/07/2024 , 01:00:00,13324,13324
636,08/07/2024 , 02:00:00,13324,13324
637,08/07/2024 , 03:00:00,13068,13068
638,08/07/2024 , 04:00:00,12812,12812
639,08/07/2024 , 05:00:00,12556,12556
640,08/07/2024 , 06:00:00,12300,12300
641,08/07/2024 , 07:00:00,12300,12300
642,08/07/2024 , 08:00:00,11788,11788
643,08/07/2024 , 09:00:00,11788,11788
644,08/07/2024 , 10:00:00,11532,11532
645,08/07/2024 , 11:00:00,11276,11276
646,08/07/2024 , 12:00:00,11020,11020
647,08/07/2024 , 13:00:00,10508,10508
648,08/07/2024 , 14:00:00,10508,10508
649,08/07/2024 , 15:00:00,9996,9996
650,08/07/2024 , 16:00:00,9740,9740
651,08/07/2024 , 17:00:00,9484,9484
652,08/07/2024 , 18:00:00,9228,9228
653,08/07/2024 , 19:00:00,9228,9228
654,08/07/2024 , 20:00:00,8972,8972
655,08/07/2024 , 21:00:00,8972,8972
656,08/07/2024 , 22:00:00,8716,8716
657,08/07/2024 , 23:00:00,8716,8716
658,08/07/2024 , 23:59:59,8204,8204
659,09/07/2024 , 01:00:00,8204,8204
660,09/07/2024 , 02:00:00,8204,8204
661,09/07/2024 , 03:00:00,8204,8204
662,09/07/2024 , 04:00:00,8204,8204
663,09/07/2024 , 05:00:00,8204,8204
664,09/07/2024 , 06:00:00,8204,8204
665,09/07/2024 , 07:00:00,7948,7948
666,09/07/2024 , 08:00:00,7948,7948
667,09/07/2024 , 09:00:00,7692,7692
668,09/07/2024 , 10:00:00,7692,7692
669,09/07/2024 , 11:00:00,7692,7692
670,09/07/2024 , 12:00:00,7692,7692
671,09/07/2024 , 13:00:00,7692,7692
672,09/07/2024 , 14:00:00,7692,7692
673,09/07/2024 , 15:00:00,7436,7436
674,09/07/2024 , 16:00:00,7692,7692
675,09/07/2024 , 17:00:00,7436,7436
676,09/07/2024 , 18:00:00,7436,7436
677,09/07/2024 , 19:00:00,7436,7436
678,09/07/2024 , 20:00:00,7436,7436
679,09/07/2024 , 21:00:00,7180,7180
680,09/07/2024 , 22:00:00,7180,7180
681,09/07/2024 , 23:00:00,6924,6924
682,09/07/2024 , 23:59:59,7180,7180
683,10/07/2024 , 01:00:00,6924,6924
684,10/07/2024 , 02:00:00,6924,6924
685,10/07/2024 , 03:00:00,6668,6668
686,10/07/2024 , 04:00:00,6412,6412
687,10/07/2024 , 05:00:00,6156,6156
688,10/07/2024 , 06:00:00,6156,6156
689,10/07/2024 , 07:00:00,5900,5900
690,10/07/2024 , 08:00:00,5644,5644
691,10/07/2024 , 09:00:00,5644,5644
692,10/07/2024 , 10:00:00,5132,5132
693,10/07/2024 , 11:00:00,5132,5132
694,10/07/2024 , 12:00:00,4876,4876
695,10/07/2024 , 13:00:00,4876,4876
696,10/07/2024 , 14:00:00,4620,4620
697,10/07/2024 , 15:00:00,4364,4364
698,10/07/2024 , 16:00:00,4108,4108
699,10/07/2024 , 17:00:00,4108,4108
700,10/07/2024 , 18:00:00,3852,3852
701,10/07/2024 , 19:00:00,3852,3852
702,10/07/2024 , 20:00:00,3596,3596
703,10/07/2024 , 21:00:00,3340,3340
704,10/07/2024 , 22:00:00,3340,3340
705,10/07/2024 , 23:00:00,3084,3084
706,10/07/2024 , 23:59:59,3084,3084
707,11/07/2024 , 01:00:00,2828,2828
708,11/07/2024 , 02:00:00,2572,2572
709,11/07/2024 , 03:00:00,2316,2316
710,11/07/2024 , 04:00:00,2060,2060
711,11/07/2024 , 05:00:00,1804,1804
712,11/07/2024 , 06:00:00,1804,1804
713,11/07/2024 , 07:00:00,1548,1548
714,11/07/2024 , 08:00:00,1292,1292
715,11/07/2024 , 09:00:00,1292,1292
716,11/07/2024 , 10:00:00,1036,1036
717,11/07/2024 , 11:00:00,1292,1292
718,11/07/2024 , 12:00:00,2060,2060
719,11/07/2024 , 13:00:00,2316,2316
720,11/07/2024 , 14:00:00,2316,2316
721,11/07/2024 , 15:00:00,2316,2316
722,11/07/2024 , 16:00:00,2316,2316
723,11/07/2024 , 17:00:00,2060,2060
724,11/07/2024 , 18:00:00,2316,2316
725,11/07/2024 , 19:00:00,10764,10764
726,11/07/2024 , 20:00:00,35340,35340
727,11/07/2024 , 21:00:00,63756,63756
728,11/07/2024 , 22:00:00,61196,61196
729,11/07/2024 , 23:00:00,59660,59660
730,11/07/2024 , 23:59:59,57868,57868
731,12/07/2024 , 01:00:00,56844,56844
732,12/07/2024 , 02:00:00,55308,55308
733,12/07/2024 , 03:00:00,53772,53772
734,12/07/2024 , 04:00:00,51724,51724
735,12/07/2024 , 05:00:00,49420,49420
736,12/07/2024 , 06:00:00,45580,45580
737,12/07/2024 , 07:00:00,44812,44812
738,12/07/2024 , 08:00:00,43788,43788
739,12/07/2024 , 09:00:00,42764,42764
740,12/07/2024 , 10:00:00,41740,41740
741,12/07/2024 , 11:00:00,41484,41484
742,12/07/2024 , 12:00:00,40972,40972
743,12/07/2024 , 13:00:00,40460,40460
744,12/07/2024 , 14:00:00,39948,39948
745,12/07/2024 , 15:00:00,39948,39948
746,12/07/2024 , 16:00:00,39692,39692
747,12/07/2024 , 17:00:00,39436,39436
748,12/07/2024 , 18:00:00,39692,39692
749,12/07/2024 , 19:00:00,39436,39436
750,12/07/2024 , 20:00:00,39436,39436
751,12/07/2024 , 21:00:00,39180,39180
752,12/07/2024 , 22:00:00,39180,39180
753,12/07/2024 , 23:00:00,39180,39180
754,12/07/2024 , 23:59:59,38668,38668
755,13/07/2024 , 01:00:00,38412,38412
756,13/07/2024 , 02:00:00,37900,37900
757,13/07/2024 , 03:00:00,37388,37388
758,13/07/2024 , 04:00:00,36876,36876
759,13/07/2024 , 05:00:00,36364,36364
760,13/07/2024 , 06:00:00,35852,35852
761,13/07/2024 , 07:00:00,35340,35340
762,13/07/2024 , 08:00:00,35084,35084
763,13/07/2024 , 09:00:00,34316,34316
764,13/07/2024 , 10:00:00,34060,34060
765,13/07/2024 , 11:00:00,33804,33804
766,13/07/2024 , 12:00:00,33548,33548
767,13/07/2024 , 13:00:00,33548,33548
768,13/07/2024 , 14:00:00,33036,33036
769,13/07/2024 , 15:00:00,32268,32268
770,13/07/2024 , 16:00:00,31756,31756
771,13/07/2024 , 17:00:00,30988,30988
772,13/07/2024 , 18:00:00,30220,30220
773,13/07/2024 , 19:00:00,30220,30220
774,13/07/2024 , 20:00:00,29964,29964
775,13/07/2024 , 21:00:00,29964,29964
776,13/07/2024 , 22:00:00,29708,29708
777,13/07/2024 , 23:00:00,29708,29708
778,13/07/2024 , 23:59:59,29196,29196
779,14/07/2024 , 01:00:00,28684,28684
780,14/07/2024 , 02:00:00,25868,25868
781,14/07/2024 , 03:00:00,25100,25100
782,14/07/2024 , 04:00:00,24588,24588
783,14/07/2024 , 05:00:00,24076,24076
784,14/07/2024 , 06:00:00,23820,23820
785,14/07/2024 , 07:00:00,23308,23308
786,14/07/2024 , 08:00:00,22796,22796
787,14/07/2024 , 09:00:00,22540,22540
788,14/07/2024 , 10:00:00,22028,22028
789,14/07/2024 , 11:00:00,21516,21516
790,14/07/2024 , 12:00:00,21260,21260
791,14/07/2024 , 13:00:00,20748,20748
792,14/07/2024 , 14:00:00,20492,20492
793,14/07/2024 , 15:00:00,20236,20236
794,14/07/2024 , 16:00:00,19980,19980
795,14/07/2024 , 17:00:00,19724,19724
796,14/07/2024 , 18:00:00,19724,19724
797,14/07/2024 , 19:00:00,19468,19468
798,14/07/2024 , 20:00:00,19468,19468
799,14/07/2024 , 21:00:00,19468,19468
800,14/07/2024 , 22:00:00,19468,19468
801,14/07/2024 , 23:00:00,18956,18956
802,14/07/2024 , 23:59:59,18444,18444
803,15/07/2024 , 01:00:00,18188,18188
804,15/07/2024 , 02:00:00,17932,17932
805,15/07/2024 , 03:00:00,17420,17420
806,15/07/2024 , 04:00:00,17164,17164
807,15/07/2024 , 05:00:00,16652,16652
808,15/07/2024 , 06:00:00,16140,16140
809,15/07/2024 , 07:00:00,15884,15884
810,15/07/2024 , 08:00:00,15372,15372
811,15/07/2024 , 09:00:00,15116,15116
812,15/07/2024 , 10:00:00,14860,14860
813,15/07/2024 , 11:00:00,14604,14604
814,15/07/2024 , 12:00:00,14348,14348
815,15/07/2024 , 13:00:00,14092,14092
816,15/07/2024 , 14:00:00,13836,13836
817,15/07/2024 , 15:00:00,13836,13836
818,15/07/2024 , 16:00:00,13324,13324
819,15/07/2024 , 17:00:00,13324,13324
820,15/07/2024 , 18:00:00,12812,12812
821,15/07/2024 , 19:00:00,12812,12812
822,15/07/2024 , 20:00:00,12556,12556
823,15/07/2024 , 21:00:00,12556,12556
824,15/07/2024 , 22:00:00,12044,12044
825,15/07/2024 , 23:00:00,11532,11532
826,15/07/2024 , 23:59:59,11020,11020
827,16/07/2024 , 01:00:00,10508,10508
828,16/07/2024 , 02:00:00,10252,10252
829,16/07/2024 , 03:00:00,9740,9740
830,16/07/2024 , 04:00:00,9484,9484
831,16/07/2024 , 05:00:00,9228,9228
832,16/07/2024 , 06:00:00,8972,8972
833,16/07/2024 , 07:00:00,8716,8716
834,16/07/2024 , 08:00:00,8460,8460
835,16/07/2024 , 09:00:00,8716,8716
836,16/07/2024 , 10:00:00,8460,8460
837,16/07/2024 , 11:00:00,8460,8460
838,16/07/2024 , 12:00:00,8460,8460
839,16/07/2024 , 13:00:00,8460,8460
840,16/07/2024 , 14:00:00,8460,8460
841,16/07/2024 , 15:00:00,8204,8204
842,16/07/2024 , 16:00:00,8204,8204
843,16/07/2024 , 17:00:00,8204,8204
844,16/07/2024 , 18:00:00,8204,8204
845,16/07/2024 , 19:00:00,8204,8204
846,16/07/2024 , 20:00:00,8204,8204
847,16/07/2024 , 21:00:00,7948,7948
848,16/07/2024 , 22:00:00,8204,8204
849,16/07/2024 , 23:00:00,7948,7948
850,16/07/2024 , 23:59:59,7692,7692
851,17/07/2024 , 01:00:00,7692,7692
852,17/07/2024 , 02:00:00,7180,7180
853,17/07/2024 , 03:00:00,7180,7180
854,17/07/2024 , 04:00:00,62988,62988
855,17/07/2024 , 05:00:00,56844,56844
856,17/07/2024 , 06:00:00,54540,54540
857,17/07/2024 , 07:00:00,50444,50444
858,17/07/2024 , 08:00:00,46092,46092
859,17/07/2024 , 09:00:00,44044,44044
860,17/07/2024 , 10:00:00,42252,42252
861,17/07/2024 , 11:00:00,41228,41228
862,17/07/2024 , 12:00:00,39948,39948
863,17/07/2024 , 13:00:00,39180,39180
864,17/07/2024 , 14:00:00,39180,39180
865,17/07/2024 , 15:00:00,38668,38668
866,17/07/2024 , 16:00:00,37644,37644
867,17/07/2024 , 17:00:00,37644,37644
868,17/07/2024 , 18:00:00,37388,37388
869,17/07/2024 , 19:00:00,36876,36876
870,17/07/2024 , 20:00:00,36876,36876
871,17/07/2024 , 21:00:00,35852,35852
872,17/07/2024 , 22:00:00,35340,35340
873,17/07/2024 , 23:00:00,35340,35340
874,17/07/2024 , 23:59:59,34828,34828
875,18/07/2024 , 01:00:00,34316,34316
876,18/07/2024 , 02:00:00,15628,15628
877,18/07/2024 , 03:00:00,2317,2317
878,18/07/2024 , 04:00:00,64525,64525
879,18/07/2024 , 05:00:00,62476,62476
880,18/07/2024 , 06:00:00,60940,60940
881,18/07/2024 , 07:00:00,60428,60428
882,18/07/2024 , 08:00:00,59404,59404
883,18/07/2024 , 09:00:00,59660,59660
884,18/07/2024 , 10:00:00,30476,30476
885,18/07/2024 , 11:00:00,24845,24845
886,18/07/2024 , 12:00:00,21517,21517
887,18/07/2024 , 13:00:00,18957,18957
888,18/07/2024 , 14:00:00,15885,15885
889,18/07/2024 , 15:00:00,14093,14093
890,18/07/2024 , 16:00:00,11789,11789
891,18/07/2024 , 17:00:00,10509,10509
892,18/07/2024 , 18:00:00,9229,9229
893,18/07/2024 , 19:00:00,8205,8205
894,18/07/2024 , 20:00:00,7181,7181
895,18/07/2024 , 21:00:00,6157,6157
896,18/07/2024 , 22:00:00,6413,6413
897,18/07/2024 , 23:00:00,5901,5901
898,18/07/2024 , 23:59:59,3853,3853
899,19/07/2024 , 01:00:00,2061,2061
900,19/07/2024 , 02:00:00,1037,1037
901,19/07/2024 , 03:00:00,13,13
902,19/07/2024 , 04:00:00,64269,64269
903,19/07/2024 , 05:00:00,63500,63500
904,19/07/2024 , 06:00:00,62988,62988
905,19/07/2024 , 07:00:00,62220,62220
906,19/07/2024 , 08:00:00,61452,61452
907,19/07/2024 , 09:00:00,61196,61196
908,19/07/2024 , 10:00:00,60428,60428
909,19/07/2024 , 11:00:00,59916,59916
910,19/07/2024 , 12:00:00,59660,59660
911,19/07/2024 , 13:00:00,59404,59404
912,19/07/2024 , 14:00:00,58892,58892
913,19/07/2024 , 15:00:00,58380,58380
914,19/07/2024 , 16:00:00,58124,58124
915,19/07/2024 , 17:00:00,57868,57868
916,19/07/2024 , 18:00:00,57868,57868
917,19/07/2024 , 19:00:00,57356,57356
918,19/07/2024 , 20:00:00,57100,57100
919,19/07/2024 , 21:00:00,56588,56588
920,19/07/2024 , 22:00:00,56076,56076
921,19/07/2024 , 23:00:00,55820,55820
922,19/07/2024 , 23:59:59,55052,55052
923,20/07/2024 , 01:00:00,52748,52748
924,20/07/2024 , 02:00:00,50956,50956
925,20/07/2024 , 03:00:00,47884,47884
926,20/07/2024 , 04:00:00,46860,46860
927,20/07/2024 , 05:00:00,52492,52492
928,20/07/2024 , 06:00:00,52748,52748
929,20/07/2024 , 07:00:00,51468,51468
930,20/07/2024 , 08:00:00,50188,50188
931,20/07/2024 , 09:00:00,49676,49676
932,20/07/2024 , 10:00:00,49164,49164
933,20/07/2024 , 11:00:00,48396,48396
934,20/07/2024 , 12:00:00,47628,47628
935,20/07/2024 , 13:00:00,47116,47116
936,20/07/2024 , 14:00:00,46860,46860
937,20/07/2024 , 15:00:00,46348,46348
938,20/07/2024 , 16:00:00,46348,46348
939,20/07/2024 , 17:00:00,45836,45836
940,20/07/2024 , 18:00:00,45836,45836
941,20/07/2024 , 19:00:00,45580,45580
942,20/07/2024 , 20:00:00,45324,45324
943,20/07/2024 , 21:00:00,45068,45068
944,20/07/2024 , 22:00:00,44812,44812
945,20/07/2024 , 23:00:00,44556,44556
946,20/07/2024 , 23:59:59,43788,43788
947,21/07/2024 , 01:00:00,43532,43532
948,21/07/2024 , 02:00:00,42764,42764
949,21/07/2024 , 03:00:00,42508,42508
950,21/07/2024 , 04:00:00,41740,41740
951,21/07/2024 , 05:00:00,41228,41228
952,21/07/2024 , 06:00:00,41228,41228
953,21/07/2024 , 07:00:00,40716,40716
954,21/07/2024 , 08:00:00,40204,40204
955,21/07/2024 , 09:00:00,39948,39948
956,21/07/2024 , 10:00:00,39692,39692
957,21/07/2024 , 11:00:00,39692,39692
958,21/07/2024 , 12:00:00,39692,39692
959,21/07/2024 , 13:00:00,39692,39692
960,21/07/2024 , 14:00:00,39436,39436
961,21/07/2024 , 15:00:00,39180,39180
962,21/07/2024 , 16:00:00,39180,39180
963,21/07/2024 , 17:00:00,38924,38924
964,21/07/2024 , 18:00:00,38924,38924
965,21/07/2024 , 19:00:00,39180,39180
966,21/07/2024 , 20:00:00,39180,39180
967,21/07/2024 , 21:00:00,39180,39180
968,21/07/2024 , 22:00:00,39180,39180
969,21/07/2024 , 23:00:00,38668,38668
970,21/07/2024 , 23:59:59,38156,38156
971,22/07/2024 , 01:00:00,37388,37388
972,22/07/2024 , 02:00:00,36876,36876
973,22/07/2024 , 03:00:00,36620,36620
974,22/07/2024 , 04:00:00,36364,36364
975,22/07/2024 , 05:00:00,35852,35852
976,22/07/2024 , 06:00:00,35852,35852
977,22/07/2024 , 07:00:00,35340,35340
978,22/07/2024 , 08:00:00,35340,35340
979,22/07/2024 , 09:00:00,34828,34828
980,22/07/2024 , 10:00:00,34828,34828
981,22/07/2024 , 11:00:00,34828,34828
982,22/07/2024 , 12:00:00,34828,34828
983,22/07/2024 , 13:00:00,34572,34572
984,22/07/2024 , 14:00:00,34316,34316
985,22/07/2024 , 15:00:00,34572,34572
986,22/07/2024 , 16:00:00,34316,34316
987,22/07/2024 , 17:00:00,33804,33804
988,22/07/2024 , 18:00:00,33804,33804
989,22/07/2024 , 19:00:00,33548,33548
990,22/07/2024 , 20:00:00,33292,33292
991,22/07/2024 , 21:00:00,33292,33292
992,22/07/2024 , 22:00:00,33036,33036
993,22/07/2024 , 23:00:00,33036,33036
994,22/07/2024 , 23:59:59,32268,32268
995,23/07/2024 , 01:00:00,32012,32012
996,23/07/2024 , 02:00:00,31756,31756
997,23/07/2024 , 03:00:00,31500,31500
998,23/07/2024 , 04:00:00,31244,31244
999,23/07/2024 , 05:00:00,30988,30988
1000,23/07/2024 , 06:00:00,30732,30732
1001,23/07/2024 , 07:00:00,31500,31500
1002,23/07/2024 , 08:00:00,33548,33548
1003,23/07/2024 , 09:00:00,34060,34060
1004,23/07/2024 , 10:00:00,34828,34828
1005,23/07/2024 , 11:00:00,35340,35340
1006,23/07/2024 , 12:00:00,35852,35852
1007,23/07/2024 , 13:00:00,36620,36620
1008,23/07/2024 , 14:00:00,37388,37388
1009,23/07/2024 , 15:00:00,38156,38156
1010,23/07/2024 , 16:00:00,38412,38412
1011,23/07/2024 , 17:00:00,39180,39180
1012,23/07/2024 , 18:00:00,39948,39948
1013,23/07/2024 , 19:00:00,40460,40460
1014,23/07/2024 , 20:00:00,41484,41484
1015,23/07/2024 , 21:00:00,41996,41996
1016,23/07/2024 , 22:00:00,42252,42252
1017,23/07/2024 , 23:00:00,42252,42252
1018,23/07/2024 , 23:59:59,42764,42764
1019,24/07/2024 , 01:00:00,42508,42508
1020,24/07/2024 , 02:00:00,42508,42508
1021,24/07/2024 , 03:00:00,41740,41740
1022,24/07/2024 , 04:00:00,41228,41228
1023,24/07/2024 , 05:00:00,40972,40972
1024,24/07/2024 , 06:00:00,40716,40716
1025,24/07/2024 , 07:00:00,40972,40972
1026,24/07/2024 , 08:00:00,40204,40204
1027,24/07/2024 , 09:00:00,39948,39948
1028,24/07/2024 , 10:00:00,39692,39692
1029,24/07/2024 , 11:00:00,39436,39436
1030,24/07/2024 , 12:00:00,39180,39180
1031,24/07/2024 , 13:00:00,39180,39180
1032,24/07/2024 , 14:00:00,38668,38668
1033,24/07/2024 , 15:00:00,38412,38412
1034,24/07/2024 , 16:00:00,38156,38156
1035,24/07/2024 , 17:00:00,37644,37644
1036,24/07/2024 , 18:00:00,37132,37132
1037,24/07/2024 , 19:00:00,36876,36876
1038,24/07/2024 , 20:00:00,37132,37132
1039,24/07/2024 , 21:00:00,36876,36876
1040,24/07/2024 , 22:00:00,36876,36876
1041,24/07/2024 , 23:00:00,36876,36876
1042,24/07/2024 , 23:59:59,35852,35852
1043,25/07/2024 , 01:00:00,35852,35852
1044,25/07/2024 , 02:00:00,35084,35084
1045,25/07/2024 , 03:00:00,34828,34828
1046,25/07/2024 , 04:00:00,34572,34572
1047,25/07/2024 , 05:00:00,34316,34316
1048,25/07/2024 , 06:00:00,33804,33804
1049,25/07/2024 , 07:00:00,33292,33292
1050,25/07/2024 , 08:00:00,33036,33036
1051,25/07/2024 , 09:00:00,32012,32012
1052,25/07/2024 , 10:00:00,31756,31756
1053,25/07/2024 , 11:00:00,30732,30732
1054,25/07/2024 , 12:00:00,30220,30220
1055,25/07/2024 , 13:00:00,30220,30220
1056,25/07/2024 , 14:00:00,29452,29452
1057,25/07/2024 , 15:00:00,29196,29196
1058,25/07/2024 , 16:00:00,28684,28684
1059,25/07/2024 , 17:00:00,27916,27916
1060,25/07/2024 , 18:00:00,27148,27148
1061,25/07/2024 , 19:00:00,27148,27148
1062,25/07/2024 , 20:00:00,26636,26636
1063,25/07/2024 , 21:00:00,26892,26892
1064,25/07/2024 , 22:00:00,26892,26892
1065,25/07/2024 , 23:00:00,26892,26892
1066,25/07/2024 , 23:59:59,24844,24844
1067,26/07/2024 , 01:00:00,24332,24332
1068,26/07/2024 , 02:00:00,24076,24076
1069,26/07/2024 , 03:00:00,23564,23564
1070,26/07/2024 , 04:00:00,23564,23564
1071,26/07/2024 , 05:00:00,23308,23308
1072,26/07/2024 , 06:00:00,23052,23052
1073,26/07/2024 , 07:00:00,22796,22796
1074,26/07/2024 , 08:00:00,22540,22540
1075,26/07/2024 , 09:00:00,22284,22284
1076,26/07/2024 , 10:00:00,22284,22284
1077,26/07/2024 , 11:00:00,21772,21772
1078,26/07/2024 , 12:00:00,22028,22028
1079,26/07/2024 , 13:00:00,21772,21772
1080,26/07/2024 , 14:00:00,21516,21516
1081,26/07/2024 , 15:00:00,21516,21516
1082,26/07/2024 , 16:00:00,21260,21260
1083,26/07/2024 , 17:00:00,21004,21004
1084,26/07/2024 , 18:00:00,21004,21004
1085,26/07/2024 , 19:00:00,20748,20748
1086,26/07/2024 , 20:00:00,20492,20492
1087,26/07/2024 , 21:00:00,20492,20492
1088,26/07/2024 , 22:00:00,21004,21004
1089,26/07/2024 , 23:00:00,21260,21260
1090,26/07/2024 , 23:59:59,21772,21772
1091,27/07/2024 , 01:00:00,22284,22284
1092,27/07/2024 , 02:00:00,25868,25868
1093,27/07/2024 , 03:00:00,43276,43276
1094,27/07/2024 , 04:00:00,13580,13580
1095,27/07/2024 , 05:00:00,28173,28173
1096,27/07/2024 , 06:00:00,35597,35597
1097,27/07/2024 , 07:00:00,32013,32013
1098,27/07/2024 , 08:00:00,28685,28685
1099,27/07/2024 , 09:00:00,33037,33037
1100,27/07/2024 , 10:00:00,33037,33037
1101,27/07/2024 , 11:00:00,27405,27405
1102,27/07/2024 , 12:00:00,24333,24333
1103,27/07/2024 , 13:00:00,24333,24333
1104,27/07/2024 , 14:00:00,22285,22285
1105,27/07/2024 , 15:00:00,18957,18957
1106,27/07/2024 , 16:00:00,17933,17933
1107,27/07/2024 , 17:00:00,15629,15629
1108,27/07/2024 , 18:00:00,15117,15117
1109,27/07/2024 , 19:00:00,13581,13581
1110,27/07/2024 , 20:00:00,11789,11789
1111,27/07/2024 , 21:00:00,10765,10765
1112,27/07/2024 , 22:00:00,10253,10253
1113,27/07/2024 , 23:00:00,9485,9485
1114,27/07/2024 , 23:59:59,8461,8461
1115,28/07/2024 , 01:00:00,7693,7693
1116,28/07/2024 , 02:00:00,7181,7181
1117,28/07/2024 , 03:00:00,6157,6157
1118,28/07/2024 , 04:00:00,5133,5133
1119,28/07/2024 , 05:00:00,4109,4109
1120,28/07/2024 , 06:00:00,3085,3085
1121,28/07/2024 , 07:00:00,2317,2317
1122,28/07/2024 , 08:00:00,1549,1549
1123,28/07/2024 , 09:00:00,1037,1037
1124,28/07/2024 , 10:00:00,269,269
1125,28/07/2024 , 11:00:00,13,13
1126,28/07/2024 , 12:00:00,65037,65037
1127,28/07/2024 , 13:00:00,64524,64524
1128,28/07/2024 , 14:00:00,63756,63756
1129,28/07/2024 , 15:00:00,63756,63756
1130,28/07/2024 , 16:00:00,63244,63244
1131,28/07/2024 , 17:00:00,62732,62732
1132,28/07/2024 , 18:00:00,62476,62476
1133,28/07/2024 , 19:00:00,61708,61708
1134,28/07/2024 , 20:00:00,61452,61452
1135,28/07/2024 , 21:00:00,61196,61196
1136,28/07/2024 , 22:00:00,60940,60940
1137,28/07/2024 , 23:00:00,60172,60172
1138,28/07/2024 , 23:59:59,59404,59404
1139,29/07/2024 , 01:00:00,58892,58892
1140,29/07/2024 , 02:00:00,58380,58380
1141,29/07/2024 , 03:00:00,57868,57868
1142,29/07/2024 , 04:00:00,57100,57100
1143,29/07/2024 , 05:00:00,56588,56588
1144,29/07/2024 , 06:00:00,56076,56076
1145,29/07/2024 , 07:00:00,55308,55308
1146,29/07/2024 , 08:00:00,54540,54540
1147,29/07/2024 , 09:00:00,54028,54028
1148,29/07/2024 , 10:00:00,53516,53516
1149,29/07/2024 , 11:00:00,52492,52492
1150,29/07/2024 , 12:00:00,51980,51980
1151,29/07/2024 , 13:00:00,50956,50956
1152,29/07/2024 , 14:00:00,50188,50188
1153,29/07/2024 , 15:00:00,49932,49932
1154,29/07/2024 , 16:00:00,49164,49164
1155,29/07/2024 , 17:00:00,49164,49164
1156,29/07/2024 , 18:00:00,48908,48908
1157,29/07/2024 , 19:00:00,46604,46604
1158,29/07/2024 , 20:00:00,46348,46348
1159,29/07/2024 , 21:00:00,46092,46092
1160,29/07/2024 , 22:00:00,45836,45836
1161,29/07/2024 , 23:00:00,45580,45580
1162,29/07/2024 , 23:59:59,44812,44812
1163,30/07/2024 , 01:00:00,44300,44300
1164,30/07/2024 , 02:00:00,43788,43788
1165,30/07/2024 , 03:00:00,43276,43276
1166,30/07/2024 , 04:00:00,42764,42764
1167,30/07/2024 , 05:00:00,42764,42764
1168,30/07/2024 , 06:00:00,42508,42508
1169,30/07/2024 , 07:00:00,41996,41996
1170,30/07/2024 , 08:00:00,41484,41484
1171,30/07/2024 , 09:00:00,41484,41484
1172,30/07/2024 , 10:00:00,40972,40972
1173,30/07/2024 , 11:00:00,40972,40972
1174,30/07/2024 , 12:00:00,41228,41228
1175,30/07/2024 , 13:00:00,41228,41228
1176,30/07/2024 , 14:00:00,40972,40972
1177,30/07/2024 , 15:00:00,41228,41228
1178,30/07/2024 , 16:00:00,40972,40972
1179,30/07/2024 , 17:00:00,40716,40716
1180,30/07/2024 , 18:00:00,40460,40460
1181,30/07/2024 , 19:00:00,40460,40460
1182,30/07/2024 , 20:00:00,40716,40716
1183,30/07/2024 , 21:00:00,40460,40460
1184,30/07/2024 , 22:00:00,40716,40716
1185,30/07/2024 , 23:00:00,41228,41228
1186,30/07/2024 , 23:59:59,40460,40460
1187,31/07/2024 , 01:00:00,40460,40460
1188,31/07/2024 , 02:00:00,40460,40460
1189,31/07/2024 , 03:00:00,40204,40204
1190,31/07/2024 , 04:00:00,39948,39948
1191,31/07/2024 , 05:00:00,39948,39948
1192,31/07/2024 , 06:00:00,39692,39692
1193,31/07/2024 , 07:00:00,39436,39436
1194,31/07/2024 , 08:00:00,38924,38924
1195,31/07/2024 , 09:00:00,38668,38668
1196,31/07/2024 , 10:00:00,38412,38412
1197,31/07/2024 , 11:00:00,38412,38412
